District,Soil_Type,Season,Crop_Name,Avg_Temperature_C,Total_Rainfall_mm,Avg_Humidity_Percent,Sunlight_Hours_Per_Day,Yield_kg_per_hectare,Avg_Market_Price_LKR_per_kg
Gampaha,Alluvial Soils,Yala,Carrot,26.9,1711,87,6.5,8141,202.57
Matale,Reddish Brown Earths,Yala,Coconut,26.6,1353,75,6.0,7456,101.22
Batticaloa,Regosols,Maha,Paddy,30.4,2165,72,7.1,7031,121.83
Kurunegala,Reddish Brown Earths,Maha,Beans,32.8,2034,76,6.4,16684,242.0
Ratnapura,Red-Yellow Podzolic Soils,Maha,Beans,26.5,4019,92,5.6,15938,269.9
Kilinochchi,Reddish Brown Earths,Yala,Paddy,32.6,937,69,7.1,5135,128.93
Jaffna,Calcic Red Latosols,Maha,Manioc,28.5,1250,67,7.5,24216,91.52
Puttalam,Regosols,Yala,Paddy,31.8,823,76,7.9,2900,120.91
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Rubber,16.9,1605,80,4.5,1131,731.73
Polonnaruwa,Reddish Brown Earths,Yala,Potato,32.9,1426,72,7.1,4676,238.56
Puttalam,Regosols,Maha,Sweet Potato,31.5,1580,79,7.2,21485,105.86
Kalutara,Red-Yellow Podzolic Soils,Maha,Banana,29.5,4122,94,5.3,25784,146.3
Matale,Reddish Brown Earths,Maha,Paddy,25.7,2137,68,6.1,6126,109.51
Kegalle,Latosols,Yala,Paddy,24.2,2266,87,5.0,3551,122.58
Kalutara,Red-Yellow Podzolic Soils,Maha,Brinjal,30.8,3409,89,5.6,23756,165.89
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Manioc,12.6,2340,84,4.7,26243,98.94
Polonnaruwa,Alluvial Soils,Maha,Coconut,27.9,1890,68,7.5,11577,92.99
Kegalle,Red-Yellow Podzolic Soils,Yala,Sweet Potato,25.2,2463,86,5.5,15563,105.19
Mullaitivu,Latosols,Yala,Tea,31.3,1139,82,7.3,1809,735.14
Nuwara Eliya,Latosols,Maha,Pumpkin,13.8,2563,81,4.7,26002,100.44
Trincomalee,Alluvial Soils,Maha,Beans,33.0,1653,79,8.2,15443,257.7
Badulla,Red-Yellow Podzolic Soils,Maha,Brinjal,23.8,2483,81,5.9,17767,183.76
Jaffna,Calcic Red Latosols,Maha,Coconut,32.1,1065,66,8.2,9985,108.33
Kilinochchi,Reddish Brown Earths,Maha,Big Onion,27.8,1644,79,7.7,33846,237.87
Polonnaruwa,Reddish Brown Earths,Yala,Pumpkin,31.2,1247,77,7.5,18752,95.6
Jaffna,Regosols,Maha,Rubber,27.8,1285,76,8.1,201,942.77
Badulla,Red-Yellow Podzolic Soils,Maha,Cabbage,24.8,2480,74,6.1,60956,138.75
Matale,Reddish Brown Earths,Maha,Carrot,27.3,2342,65,6.1,32192,196.24
Trincomalee,Reddish Brown Earths,Yala,Potato,29.9,1254,67,7.7,19025,188.25
Mullaitivu,Latosols,Maha,Brinjal,26.4,1909,76,6.8,17710,185.07
Hambantota,Reddish Brown Earths,Yala,Carrot,30.1,821,77,8.4,5925,223.34
Kilinochchi,Reddish Brown Earths,Maha,Brinjal,32.3,1607,66,7.8,19614,169.17
Batticaloa,Alluvial Soils,Maha,Pumpkin,32.8,2067,74,7.9,29247,106.51
Matale,Reddish Brown Earths,Maha,Banana,22.2,1804,76,7.3,17705,137.62
Jaffna,Regosols,Maha,Carrot,34.5,1138,70,7.9,4209,215.02
Monaragala,Reddish Brown Earths,Yala,Manioc,31.2,1427,65,6.9,30689,97.64
Kegalle,Red-Yellow Podzolic Soils,Yala,Papaya,24.5,2679,81,5.9,32231,131.92
Jaffna,Regosols,Maha,Banana,27.7,1402,78,8.7,18880,154.88
Puttalam,Regosols,Yala,Tomato,31.6,758,82,7.2,17441,144.45
Badulla,Red-Yellow Podzolic Soils,Maha,Beans,19.0,2350,81,5.9,26806,260.67
Nuwara Eliya,Latosols,Maha,Papaya,15.1,2908,80,5.1,10960,150.5
Monaragala,Reddish Brown Earths,Yala,Tea,30.2,1232,78,7.6,1789,769.64
Trincomalee,Alluvial Soils,Yala,Coconut,28.7,1185,68,7.6,10639,105.95
Gampaha,Alluvial Soils,Yala,Chili,27.9,1790,79,6.3,6596,368.99
Trincomalee,Reddish Brown Earths,Yala,Banana,33.0,1169,67,7.8,13995,164.46
Vavuniya,Reddish Brown Earths,Yala,Manioc,28.6,1250,75,6.6,26093,92.24
Batticaloa,Regosols,Yala,Beans,29.6,1130,75,7.8,12683,264.61
Gampaha,Alluvial Soils,Maha,Sweet Potato,27.9,2894,88,6.7,27837,100.81
Jaffna,Regosols,Maha,Banana,32.0,1189,75,8.3,18530,147.69
Vavuniya,Reddish Brown Earths,Yala,Maize,26.6,1258,79,7.5,3981,147.06
Colombo,Red-Yellow Podzolic Soils,Yala,Papaya,27.8,1760,81,6.2,45613,131.51
Polonnaruwa,Reddish Brown Earths,Yala,Pumpkin,30.3,1127,66,7.8,21226,95.62
Jaffna,Calcic Red Latosols,Maha,Papaya,30.9,931,79,8.9,40264,141.82
Mannar,Calcic Red Latosols,Yala,Rubber,29.9,732,72,8.0,1185,824.73
Nuwara Eliya,Latosols,Yala,Paddy,12.1,1574,79,5.4,767,147.54
Kalutara,Red-Yellow Podzolic Soils,Maha,Pumpkin,28.0,3919,84,6.5,26833,91.74
Nuwara Eliya,Latosols,Maha,Maize,16.4,2714,83,5.7,6049,135.57
Matale,Reddish Brown Earths,Yala,Rubber,26.9,1340,70,6.2,1283,817.99
Kalutara,Red-Yellow Podzolic Soils,Maha,Tomato,27.9,3964,91,6.2,24580,165.44
Mullaitivu,Latosols,Yala,Tea,29.1,1381,82,7.8,1765,633.12
Anuradhapura,Reddish Brown Earths,Maha,Brinjal,26.5,1937,66,7.8,19382,155.13
Matara,Alluvial Soils,Maha,Potato,30.5,2840,89,6.9,10033,220.9
Batticaloa,Alluvial Soils,Maha,Rubber,30.0,1889,81,7.9,1778,747.97
Kegalle,Latosols,Yala,Brinjal,25.1,2605,87,6.1,13133,168.33
Galle,Latosols,Maha,Chili,30.2,3012,81,5.5,9368,439.82
Ampara,Reddish Brown Earths,Yala,Potato,30.2,1431,77,7.6,21684,186.55
Colombo,Latosols,Yala,Banana,29.2,1993,86,5.7,22198,145.26
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Manioc,12.9,2747,81,4.8,26587,82.77
Kegalle,Red-Yellow Podzolic Soils,Maha,Big Onion,30.7,4194,87,5.1,22809,228.72
Galle,Red-Yellow Podzolic Soils,Maha,Coconut,29.5,2672,82,5.3,17369,94.28
Matara,Alluvial Soils,Maha,Tomato,27.5,2435,79,5.7,28173,161.02
Polonnaruwa,Alluvial Soils,Yala,Cabbage,28.4,1243,69,7.4,6963,185.74
Kalutara,Red-Yellow Podzolic Soils,Yala,Cabbage,28.7,2278,87,6.0,26311,154.69
Kalutara,Red-Yellow Podzolic Soils,Maha,Tomato,26.9,3324,94,6.5,20738,158.39
Mullaitivu,Alluvial Soils,Yala,Papaya,28.0,1103,71,6.8,27919,130.23
Jaffna,Regosols,Yala,Beans,34.8,849,67,8.1,13354,273.53
Colombo,Red-Yellow Podzolic Soils,Maha,Carrot,28.2,2833,79,6.7,10945,233.25
Badulla,Red-Yellow Podzolic Soils,Yala,Pumpkin,22.9,1593,72,5.7,21014,107.18
Kandy,Reddish Brown Earths,Yala,Maize,24.4,1562,73,6.7,5608,132.17
Trincomalee,Alluvial Soils,Maha,Tea,29.6,1684,77,7.9,2515,743.73
Puttalam,Regosols,Maha,Sweet Potato,31.2,1318,76,7.7,21644,104.24
Matale,Reddish Brown Earths,Maha,Tomato,27.8,1964,75,7.5,31275,168.57
Matara,Alluvial Soils,Maha,Papaya,29.5,2940,79,6.0,43516,119.43
Badulla,Red-Yellow Podzolic Soils,Maha,Papaya,22.5,2171,83,5.6,39258,122.46
Anuradhapura,Alluvial Soils,Maha,Paddy,33.0,1554,66,7.3,6837,126.85
Matara,Red-Yellow Podzolic Soils,Maha,Rubber,28.4,2653,83,5.9,2592,804.37
Ratnapura,Red-Yellow Podzolic Soils,Yala,Chili,24.7,3173,93,4.9,6534,417.02
Puttalam,Calcic Red Latosols,Maha,Coconut,31.9,1601,79,7.7,17977,108.23
Galle,Red-Yellow Podzolic Soils,Yala,Brinjal,29.5,2131,80,5.7,13903,184.9
Polonnaruwa,Alluvial Soils,Maha,Tea,29.3,1966,70,7.4,284,830.28
Colombo,Red-Yellow Podzolic Soils,Maha,Carrot,30.4,2781,79,6.3,11722,211.19
Ampara,Reddish Brown Earths,Maha,Maize,28.2,2061,70,7.1,8579,149.35
Mannar,Calcic Red Latosols,Maha,Tea,27.7,1101,84,8.7,2323,699.56
Kurunegala,Reddish Brown Earths,Maha,Mango,31.2,2037,75,7.3,14296,326.23
Puttalam,Calcic Red Latosols,Maha,Tea,27.2,1432,82,7.7,2421,736.1
Ratnapura,Red-Yellow Podzolic Soils,Yala,Brinjal,24.6,3372,81,4.5,14612,181.45
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Maize,16.3,2353,84,4.7,5061,136.62
Jaffna,Calcic Red Latosols,Maha,Brinjal,34.2,901,73,7.8,19253,170.84
Nuwara Eliya,Latosols,Yala,Tomato,17.6,1652,76,5.3,18614,161.06
Kandy,Reddish Brown Earths,Maha,Sweet Potato,27.0,2239,80,5.5,21538,105.65
Polonnaruwa,Alluvial Soils,Maha,Carrot,31.2,1970,66,7.4,7262,199.7
Matale,Reddish Brown Earths,Maha,Big Onion,29.8,2198,74,6.0,36266,260.3
Kegalle,Red-Yellow Podzolic Soils,Maha,Coconut,28.7,3676,83,5.8,18051,90.36
Ampara,Reddish Brown Earths,Yala,Sweet Potato,32.9,1279,71,8.0,16007,112.67
Galle,Latosols,Maha,Pumpkin,29.2,3220,90,6.3,34923,100.59
Kandy,Reddish Brown Earths,Yala,Coconut,26.5,1710,84,5.6,8110,95.1
Kalutara,Red-Yellow Podzolic Soils,Yala,Big Onion,26.5,2573,82,5.3,15652,249.72
Kandy,Red-Yellow Podzolic Soils,Yala,Papaya,20.4,1823,81,6.4,28097,141.7
Monaragala,Reddish Brown Earths,Maha,Sweet Potato,31.6,1564,75,7.7,28851,112.92
Mannar,Calcic Red Latosols,Maha,Carrot,26.0,1048,71,8.2,32816,196.83
Trincomalee,Reddish Brown Earths,Maha,Brinjal,28.1,1892,68,7.5,17166,158.78
Hambantota,Alluvial Soils,Yala,Manioc,31.1,734,77,8.2,27201,92.43
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Beans,12.4,1759,75,5.2,20010,233.22
Ampara,Reddish Brown Earths,Yala,Pumpkin,31.9,1102,75,7.6,21570,109.19
Kandy,Reddish Brown Earths,Yala,Banana,21.5,1532,78,5.7,13510,158.35
Gampaha,Latosols,Maha,Coconut,28.1,2417,77,6.9,18000,96.77
Ampara,Reddish Brown Earths,Yala,Brinjal,27.7,1107,71,7.2,13624,176.53
Nuwara Eliya,Latosols,Yala,Papaya,17.7,1694,78,5.5,7998,143.42
Hambantota,Alluvial Soils,Maha,Brinjal,30.3,1322,78,7.2,18084,177.2
Puttalam,Regosols,Yala,Sweet Potato,31.4,1054,74,7.5,13788,118.05
Kandy,Reddish Brown Earths,Maha,Rubber,21.3,2284,81,6.8,1643,751.83
Mannar,Regosols,Maha,Mango,28.8,1009,77,7.7,14608,314.99
Ampara,Alluvial Soils,Maha,Paddy,28.5,1801,74,7.9,7796,114.28
Polonnaruwa,Reddish Brown Earths,Maha,Tomato,33.6,1714,73,6.9,21014,151.06
Kegalle,Latosols,Yala,Banana,26.9,2662,83,5.1,14875,154.27
Colombo,Red-Yellow Podzolic Soils,Maha,Beans,26.4,2501,75,6.2,23584,247.55
Hambantota,Reddish Brown Earths,Yala,Pumpkin,31.5,808,74,8.0,21900,106.45
Kalutara,Red-Yellow Podzolic Soils,Maha,Maize,30.0,4072,89,5.2,5108,146.34
Gampaha,Latosols,Yala,Tea,26.5,1723,82,6.6,1777,703.73
Mannar,Calcic Red Latosols,Maha,Pumpkin,27.5,1470,80,7.8,26888,92.36
Vavuniya,Reddish Brown Earths,Yala,Beans,32.7,1144,65,7.5,12408,242.75
Mullaitivu,Latosols,Maha,Papaya,30.2,1918,74,6.9,39488,130.6
Polonnaruwa,Alluvial Soils,Maha,Papaya,27.7,2111,78,6.7,43544,123.26
Matara,Red-Yellow Podzolic Soils,Maha,Beans,29.7,2678,86,6.5,17912,260.1
Colombo,Latosols,Yala,Mango,28.0,1893,76,5.5,9949,287.52
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Brinjal,16.9,2989,76,5.4,18014,180.79
Polonnaruwa,Reddish Brown Earths,Maha,Chili,28.0,2137,70,7.6,9553,407.72
Mullaitivu,Alluvial Soils,Yala,Manioc,30.1,1115,74,6.5,25527,97.21
Matale,Reddish Brown Earths,Yala,Pumpkin,28.6,1263,65,6.2,22241,105.97
Matara,Red-Yellow Podzolic Soils,Maha,Brinjal,29.0,2684,79,6.7,27546,159.28
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Brinjal,13.1,2917,87,5.2,18961,172.7
Nuwara Eliya,Latosols,Maha,Manioc,15.6,2379,79,4.7,25026,90.49
Matara,Alluvial Soils,Yala,Pumpkin,30.7,1821,87,6.8,19403,99.68
Galle,Latosols,Maha,Big Onion,30.3,3186,87,6.3,23495,218.13
Kegalle,Red-Yellow Podzolic Soils,Yala,Maize,30.9,2129,85,6.1,4100,131.28
Mannar,Calcic Red Latosols,Maha,Paddy,33.7,1342,79,8.3,5419,108.0
Galle,Latosols,Maha,Sweet Potato,30.3,2919,78,5.6,21299,113.79
Hambantota,Reddish Brown Earths,Yala,Tea,28.4,795,76,8.2,250,803.23
Kalutara,Red-Yellow Podzolic Soils,Yala,Tomato,30.2,2270,93,6.2,16996,166.55
Kurunegala,Alluvial Soils,Maha,Big Onion,30.8,2361,75,7.2,21149,263.91
Matale,Reddish Brown Earths,Yala,Chili,24.7,1349,74,6.9,7436,392.53
Gampaha,Alluvial Soils,Maha,Mango,26.3,2757,84,6.7,13789,296.49
Batticaloa,Regosols,Maha,Maize,32.0,1883,77,7.9,5777,149.89
Anuradhapura,Alluvial Soils,Yala,Carrot,32.3,1343,63,8.1,5362,198.14
Anuradhapura,Alluvial Soils,Yala,Pumpkin,32.1,1019,73,7.7,22385,108.13
Anuradhapura,Reddish Brown Earths,Yala,Tomato,26.9,1126,70,7.4,15941,149.2
Kalutara,Red-Yellow Podzolic Soils,Maha,Papaya,29.6,3830,84,5.5,59912,134.19
Galle,Red-Yellow Podzolic Soils,Yala,Carrot,26.9,2103,84,5.7,9522,203.25
Jaffna,Calcic Red Latosols,Yala,Brinjal,28.7,681,68,8.6,14654,185.74
Vavuniya,Reddish Brown Earths,Maha,Carrot,26.4,1621,77,7.1,35131,188.19
Kegalle,Latosols,Yala,Chili,27.6,2670,84,6.5,6507,378.72
Anuradhapura,Reddish Brown Earths,Yala,Cabbage,27.1,1023,74,7.6,6872,183.29
Colombo,Latosols,Yala,Rubber,28.4,1625,75,5.7,1199,874.86
Galle,Red-Yellow Podzolic Soils,Yala,Mango,27.7,1803,82,5.4,9464,297.72
Puttalam,Regosols,Yala,Pumpkin,28.8,958,75,8.0,18428,100.0
Nuwara Eliya,Latosols,Yala,Potato,16.4,1538,86,4.9,41565,195.15
Mannar,Calcic Red Latosols,Yala,Maize,31.7,795,72,8.4,3756,134.9
Mannar,Calcic Red Latosols,Maha,Chili,32.8,1231,79,8.6,10845,404.56
Ratnapura,Red-Yellow Podzolic Soils,Maha,Mango,25.1,5272,92,4.6,14028,318.0
Trincomalee,Reddish Brown Earths,Yala,Manioc,30.1,1275,78,8.1,17711,86.77
Mullaitivu,Latosols,Maha,Sweet Potato,28.7,2047,83,7.5,19147,110.94
Matale,Reddish Brown Earths,Maha,Carrot,29.6,2011,68,6.8,34796,187.53
Kalutara,Red-Yellow Podzolic Soils,Yala,Chili,29.3,2238,83,6.1,6174,429.35
Kilinochchi,Reddish Brown Earths,Maha,Beans,33.7,1239,68,7.3,17486,238.36
Mullaitivu,Latosols,Maha,Cabbage,27.2,1853,72,7.4,35457,148.43
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Tomato,14.1,2988,76,4.5,21255,167.71
Mullaitivu,Alluvial Soils,Yala,Sweet Potato,28.4,1125,80,7.0,13944,119.35
Trincomalee,Reddish Brown Earths,Yala,Manioc,31.0,986,70,7.8,19039,84.82
Batticaloa,Alluvial Soils,Yala,Manioc,28.4,1184,73,7.1,23616,95.0
Monaragala,Reddish Brown Earths,Yala,Pumpkin,27.5,1436,77,6.6,18727,95.39
Hambantota,Alluvial Soils,Maha,Banana,30.4,1155,69,7.5,27123,158.18
Hambantota,Alluvial Soils,Yala,Coconut,31.6,944,68,7.6,8090,104.34
Kalutara,Red-Yellow Podzolic Soils,Yala,Chili,30.8,2189,82,5.9,6563,431.22
Mannar,Regosols,Yala,Potato,30.1,703,77,8.6,20773,198.04
Kegalle,Red-Yellow Podzolic Soils,Yala,Banana,25.0,2008,81,5.9,14599,157.66
Mannar,Calcic Red Latosols,Maha,Tea,31.2,1532,74,8.2,2313,671.44
Kegalle,Latosols,Maha,Carrot,27.1,3767,83,6.1,35119,164.26
Gampaha,Latosols,Maha,Paddy,29.6,2998,80,6.7,8530,111.76
Matara,Red-Yellow Podzolic Soils,Yala,Carrot,26.6,1737,84,6.3,8536,214.58
Kegalle,Latosols,Yala,Beans,25.9,2357,80,5.1,12084,258.46
Ampara,Alluvial Soils,Maha,Tomato,31.2,1949,77,7.8,24403,158.48
Hambantota,Alluvial Soils,Maha,Paddy,28.7,1138,77,7.9,6396,121.19
Mannar,Calcic Red Latosols,Maha,Carrot,33.2,1238,79,7.9,33599,162.94
Polonnaruwa,Alluvial Soils,Maha,Mango,27.4,1800,68,6.9,20063,295.21
Jaffna,Regosols,Maha,Tea,33.7,1149,65,8.4,304,815.73
Colombo,Red-Yellow Podzolic Soils,Maha,Paddy,29.4,2443,84,6.4,7761,113.49
Badulla,Red-Yellow Podzolic Soils,Yala,Tea,24.3,1479,84,5.5,3076,662.8
Mannar,Calcic Red Latosols,Yala,Beans,32.3,766,76,8.5,12268,228.57
Jaffna,Regosols,Yala,Paddy,28.6,704,79,7.7,2779,123.03
Hambantota,Reddish Brown Earths,Maha,Manioc,28.3,1111,78,8.2,41685,91.78
Galle,Latosols,Yala,Coconut,29.6,1982,78,6.0,13740,106.2
Matara,Red-Yellow Podzolic Soils,Yala,Paddy,30.3,1784,85,6.9,5070,118.13
Badulla,Red-Yellow Podzolic Soils,Maha,Chili,22.9,2175,81,5.8,9281,422.31
Kandy,Reddish Brown Earths,Maha,Carrot,27.6,2228,74,5.9,20938,167.22
Anuradhapura,Alluvial Soils,Maha,Maize,31.1,1887,67,8.1,8333,149.31
Kegalle,Latosols,Maha,Sweet Potato,26.6,3585,86,5.8,19408,106.81
Jaffna,Regosols,Maha,Tomato,29.7,1230,67,8.2,24206,165.83
Kalutara,Red-Yellow Podzolic Soils,Yala,Chili,27.6,2152,86,5.7,6543,438.66
Polonnaruwa,Alluvial Soils,Maha,Manioc,28.2,2053,65,7.3,24313,87.76
Kegalle,Latosols,Yala,Paddy,26.9,2155,77,5.2,3751,129.19
Hambantota,Alluvial Soils,Maha,Coconut,32.8,1136,69,8.5,11828,103.69
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Sweet Potato,12.8,1893,77,5.6,15595,113.7
Matale,Reddish Brown Earths,Yala,Mango,23.9,1213,70,7.2,9924,280.53
Ampara,Alluvial Soils,Yala,Beans,32.4,1315,80,7.4,12102,274.43
Vavuniya,Reddish Brown Earths,Yala,Beans,30.0,1005,76,7.1,11655,260.77
Puttalam,Regosols,Maha,Carrot,31.3,1299,74,7.2,31287,166.47
Matale,Reddish Brown Earths,Maha,Big Onion,28.6,1882,79,7.4,37050,252.27
Mullaitivu,Alluvial Soils,Maha,Cabbage,26.1,1622,84,7.8,37471,164.37
Gampaha,Latosols,Yala,Beans,28.6,1935,82,6.7,14717,233.98
Kalutara,Red-Yellow Podzolic Soils,Maha,Sweet Potato,26.4,4116,86,5.0,19367,104.31
Matale,Reddish Brown Earths,Maha,Tomato,25.7,2168,72,7.0,32418,162.65
Vavuniya,Reddish Brown Earths,Yala,Brinjal,26.9,1039,79,6.8,14922,164.3
Mannar,Regosols,Yala,Paddy,33.2,963,74,7.9,4500,130.93
Mullaitivu,Alluvial Soils,Yala,Pumpkin,27.5,1354,70,7.7,19618,94.46
Matale,Reddish Brown Earths,Yala,Potato,29.2,1419,65,6.1,20489,215.29
Jaffna,Regosols,Maha,Carrot,34.7,1103,76,8.0,4220,212.71
Vavuniya,Reddish Brown Earths,Yala,Maize,26.1,1066,70,7.7,4259,153.74
Jaffna,Calcic Red Latosols,Maha,Chili,29.4,907,79,8.5,16167,394.58
Kurunegala,Alluvial Soils,Yala,Potato,32.2,1305,76,6.1,21680,202.15
Jaffna,Calcic Red Latosols,Maha,Maize,28.6,844,65,7.5,5441,134.27
Matale,Reddish Brown Earths,Yala,Manioc,27.4,1339,66,6.4,19224,98.81
Matara,Alluvial Soils,Yala,Tea,26.6,1989,79,6.3,2290,635.73
Monaragala,Reddish Brown Earths,Yala,Coconut,27.6,1358,73,6.8,8862,108.08
Mannar,Regosols,Maha,Coconut,31.2,1074,81,8.5,13645,97.24
Anuradhapura,Reddish Brown Earths,Yala,Potato,28.7,1101,73,8.1,4880,255.55
Gampaha,Alluvial Soils,Yala,Maize,28.2,1875,75,6.7,4204,135.37
Puttalam,Regosols,Yala,Banana,31.0,752,83,7.4,13420,156.9
Ratnapura,Red-Yellow Podzolic Soils,Maha,Maize,25.3,4094,94,5.8,6032,131.94
Mullaitivu,Latosols,Maha,Cabbage,28.5,1684,76,6.8,36171,148.51
Hambantota,Reddish Brown Earths,Maha,Maize,31.2,1377,69,7.4,5290,152.15
Gampaha,Latosols,Yala,Mango,28.6,1680,86,6.8,11051,270.48
Kegalle,Latosols,Maha,Pumpkin,26.6,3758,83,5.6,28362,103.96
Badulla,Red-Yellow Podzolic Soils,Maha,Cabbage,22.7,2411,82,6.0,64425,150.98
Ratnapura,Red-Yellow Podzolic Soils,Yala,Rubber,24.7,2856,83,4.8,2207,727.75
Polonnaruwa,Reddish Brown Earths,Maha,Beans,26.1,2078,65,6.8,18061,259.98
Ampara,Reddish Brown Earths,Maha,Carrot,27.3,1592,71,8.2,29567,168.46
Monaragala,Reddish Brown Earths,Yala,Mango,31.7,1125,70,7.2,10425,302.44
Anuradhapura,Alluvial Soils,Maha,Chili,27.1,1788,64,7.8,14491,365.57
Batticaloa,Alluvial Soils,Yala,Rubber,32.3,1347,82,7.1,1142,736.66
Mannar,Calcic Red Latosols,Maha,Cabbage,30.6,1208,76,8.7,34918,142.93
Kilinochchi,Reddish Brown Earths,Yala,Manioc,32.5,1007,73,7.1,29846,92.55
Kandy,Red-Yellow Podzolic Soils,Maha,Tomato,23.9,2668,76,6.8,35719,144.3
Ampara,Alluvial Soils,Maha,Carrot,27.9,1910,78,8.0,32525,190.71
Mullaitivu,Latosols,Maha,Coconut,31.8,1766,82,6.9,11440,107.12
Galle,Latosols,Maha,Maize,29.5,3037,89,6.4,5722,127.18
Jaffna,Regosols,Maha,Paddy,28.4,1122,73,8.3,4519,116.31
Ratnapura,Red-Yellow Podzolic Soils,Maha,Maize,25.3,4027,80,5.4,5647,142.4
Matara,Red-Yellow Podzolic Soils,Yala,Manioc,26.9,1812,87,6.8,18768,81.66
Matara,Red-Yellow Podzolic Soils,Yala,Papaya,28.3,1640,80,6.1,28181,121.74
Gampaha,Latosols,Yala,Tomato,30.4,1906,88,6.8,25699,167.49
Jaffna,Regosols,Maha,Chili,34.5,1405,69,8.5,15728,374.22
Kegalle,Latosols,Maha,Coconut,25.6,3412,83,6.2,15730,94.79
Badulla,Red-Yellow Podzolic Soils,Maha,Sweet Potato,23.4,2585,80,6.1,18396,99.85
Matara,Alluvial Soils,Maha,Papaya,28.8,2805,84,5.9,40635,118.06
Colombo,Latosols,Maha,Beans,28.9,2677,86,6.0,24661,256.35
Ratnapura,Red-Yellow Podzolic Soils,Yala,Sweet Potato,26.7,2907,84,5.0,13864,117.68
Kurunegala,Reddish Brown Earths,Yala,Sweet Potato,26.3,1554,75,7.5,16241,99.92
Kilinochchi,Reddish Brown Earths,Yala,Rubber,26.7,1127,76,7.5,1211,803.74
Galle,Red-Yellow Podzolic Soils,Maha,Cabbage,27.9,2978,90,5.4,14083,189.64
Galle,Latosols,Yala,Manioc,28.6,1896,85,6.1,20221,87.73
Vavuniya,Reddish Brown Earths,Maha,Carrot,29.4,1917,69,7.7,29072,186.78
Monaragala,Reddish Brown Earths,Yala,Rubber,29.1,1372,72,7.1,1331,850.33
Batticaloa,Alluvial Soils,Maha,Paddy,32.3,1995,82,7.9,6251,131.34
Vavuniya,Reddish Brown Earths,Yala,Potato,32.0,1056,66,6.6,19641,206.24
Kurunegala,Reddish Brown Earths,Maha,Coconut,26.7,2292,75,6.2,18166,93.39
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Chili,16.9,2978,82,5.1,3297,490.56
Ratnapura,Red-Yellow Podzolic Soils,Yala,Cabbage,29.3,2467,87,4.6,27032,152.4
Mannar,Regosols,Maha,Rubber,32.5,1092,70,8.2,1527,822.99
Vavuniya,Reddish Brown Earths,Yala,Sweet Potato,27.9,971,69,7.9,22079,115.1
Polonnaruwa,Reddish Brown Earths,Yala,Maize,32.1,1190,68,7.0,7227,151.59
Mullaitivu,Latosols,Yala,Carrot,30.5,1309,70,7.9,25460,173.74
Mannar,Regosols,Maha,Chili,34.0,1073,79,7.8,10563,362.67
Kilinochchi,Reddish Brown Earths,Maha,Coconut,29.9,1724,73,7.3,10313,90.92
Mullaitivu,Alluvial Soils,Maha,Papaya,27.3,1739,81,7.2,37292,128.55
Nuwara Eliya,Latosols,Yala,Tea,12.1,1986,80,4.8,2962,722.56
Ampara,Alluvial Soils,Yala,Banana,27.1,1188,72,7.0,14393,137.77
Hambantota,Alluvial Soils,Yala,Paddy,28.4,771,70,7.2,5437,122.2
Badulla,Red-Yellow Podzolic Soils,Maha,Brinjal,21.7,2407,76,5.7,19863,186.97
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Big Onion,17.8,1523,87,5.3,16653,228.54
Hambantota,Alluvial Soils,Maha,Manioc,30.6,1233,75,7.2,36818,90.86
Matara,Red-Yellow Podzolic Soils,Maha,Tea,26.4,2943,85,6.2,3116,679.18
Kalutara,Red-Yellow Podzolic Soils,Maha,Mango,27.6,3924,85,5.5,14290,316.57
Badulla,Red-Yellow Podzolic Soils,Yala,Chili,24.9,1318,71,6.5,7447,435.66
Colombo,Red-Yellow Podzolic Soils,Maha,Brinjal,29.3,2855,83,6.7,28363,177.45
Kandy,Red-Yellow Podzolic Soils,Yala,Tea,25.8,1682,72,5.6,2924,698.08
Nuwara Eliya,Red-Yellow Podzolic Soils,Maha,Brinjal,13.7,2642,78,4.9,19408,158.69
Nuwara Eliya,Red-Yellow Podzolic Soils,Yala,Pumpkin,16.9,1842,87,6.0,18686,92.76
Anuradhapura,Reddish Brown Earths,Yala,Manioc,28.3,1086,69,7.9,30405,96.34
Monaragala,Reddish Brown Earths,Maha,Chili,26.9,2042,79,6.8,9602,402.35
Kurunegala,Reddish Brown Earths,Maha,Banana,29.3,1908,71,7.0,25756,155.97
Vavuniya,Reddish Brown Earths,Yala,Potato,29.3,1228,76,7.6,21981,191.52
Ratnapura,Red-Yellow Podzolic Soils,Yala,Pumpkin,27.2,2604,93,5.1,21244,105.18
Batticaloa,Regosols,Yala,Sweet Potato,26.9,1428,78,7.2,19068,106.41
